id,femaDeclarationString,disasterNumber,state,declarationType,declarationTypeLabel,declarationDate,declarationYear,declarationMonth,declarationMonthName,declarationQuarter,declarationMonthYear,fyDeclared,incidentType,declarationTitle,designatedArea,region,femaRegion,incidentBeginDate,incidentEndDate,disasterCloseoutDate,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,declarationRequestNumber,lastIAFilingDate,incidentId,designatedIncidentTypes,lastRefresh
0b5f4a7a-bd3c-48af-913f-501bfc53015a,DR-4515-IN,4515,IN,DR,Major Disaster,2020-04-03,2020,4,April,2,2020-04,2020,Biological,COVID-19 PANDEMIC,Greene (County),5,Region 5,2020-01-20,2023-05-11,,1,0,1,1,0,18,55,99055,20126,2025-09-30,2020030901,,2024-08-27 18:22:14.800
46d51531-d78f-4951-994e-f6a0791a823e,DR-4517-WV,4517,WV,DR,Major Disaster,2020-04-03,2020,4,April,2,2020-04,2020,Biological,COVID-19 PANDEMIC,Lewis (County),3,Region 3,2020-01-20,2023-05-11,,1,0,1,1,0,54,41,99041,20121,2025-09-30,2020030901,,2024-08-27 18:22:14.800
cd2988e0-5f9e-42e8-b850-3db782b19466,DR-4512-VA,4512,VA,DR,Major Disaster,2020-04-02,2020,4,April,2,2020-04,2020,Biological,COVID-19 PANDEMIC,Emporia,3,Region 3,2020-01-20,2023-05-11,,1,0,1,1,0,51,595,25808,20122,2025-09-30,2020030901,,2024-08-27 18:22:14.800
54c29d0b-7746-4352-9e71-93fe11f0df43,DR-4514-TN,4514,TN,DR,Major Disaster,2020-04-02,2020,4,April,2,2020-04,2020,Biological,COVID-19 PANDEMIC,Henderson (County),4,Region 4,2020-01-20,2023-05-11,,1,0,1,1,0,47,77,99077,20120,2025-09-30,2020030901,,2024-08-27 18:22:14.800
cb3d911c-7dce-4949-90fd-fc81ba5a8daa,DR-4512-VA,4512,VA,DR,Major Disaster,2020-04-02,2020,4,April,2,2020-04,2020,Biological,COVID-19 PANDEMIC,Appomattox (County),3,Region 3,2020-01-20,2023-05-11,,1,0,1,1,0,51,11,99011,20122,2025-09-30,2020030901,,2024-08-27 18:22:14.800
19f151c0-d8bd-46b7-8b8f-a1501d9c9e39,DR-4509-ND,4509,ND,DR,Major Disaster,2020-04-01,2020,4,April,2,2020-04,2020,Biological,COVID-19 PANDEMIC,Rolette (County),8,Region 8,2020-01-20,2023-05-11,,1,0,1,1,0,38,79,99079,20114,2025-09-30,2020030901,,2024-08-27 18:22:14.800
d598cc23-0622-4995-9b41-1eecf9492c7f,DR-4507-OH,4507,OH,DR,Major Disaster,2020-03-31,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Adams (County),5,Region 5,2020-01-20,2023-05-11,,1,0,1,1,0,39,1,99001,20112,2025-09-30,2020030901,,2024-08-27 18:22:14.800
58fd1a5c-c1a5-47ba-83c3-65bf9e860a8f,DR-4508-MT,4508,MT,DR,Major Disaster,2020-03-31,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Fergus (County),8,Region 8,2020-01-20,2023-05-11,,1,0,1,1,0,30,27,99027,20113,2025-09-30,2020030901,,2024-08-27 18:22:14.800
88caee89-8223-4c29-9e91-5cf49d006a0f,DR-4506-PA,4506,PA,DR,Major Disaster,2020-03-30,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Susquehanna (County),3,Region 3,2020-01-20,2023-05-11,,1,0,1,1,0,42,115,99115,20119,2025-09-30,2020030901,,2024-08-27 18:22:14.800
9ede316e-38ec-47a6-a75d-d9ea672a2284,DR-4501-GA,4501,GA,DR,Major Disaster,2020-03-29,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Bulloch (County),4,Region 4,2020-01-20,2023-05-11,,1,0,1,1,0,13,31,99031,20097,2025-09-30,2020030901,,2024-08-27 18:22:14.800
83b5ae2c-98dc-48a2-a931-56e888dae732,DR-4503-AL,4503,AL,DR,Major Disaster,2020-03-29,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Winston (County),4,Region 4,2020-01-20,2023-05-11,,1,0,1,1,0,1,133,99133,20103,2025-09-30,2020030901,,2024-08-27 18:22:14.800
7f400bb9-d69c-48b7-8fcd-3bacb56de299,DR-4501-GA,4501,GA,DR,Major Disaster,2020-03-29,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Jefferson (County),4,Region 4,2020-01-20,2023-05-11,,1,0,1,1,0,13,163,99163,20097,2025-09-30,2020030901,,2024-08-27 18:22:14.800
58698fc9-99b8-4525-bedc-2693398ea6fe,DR-4504-KS,4504,KS,DR,Major Disaster,2020-03-29,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Logan (County),7,Region 7,2020-01-20,2023-05-11,,1,0,1,1,0,20,109,99109,20101,2025-09-30,2020030901,,2024-08-27 18:22:14.800
5cbf08eb-e35e-4059-9f68-0ea892124f65,DR-4503-AL,4503,AL,DR,Major Disaster,2020-03-29,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Calhoun (County),4,Region 4,2020-01-20,2023-05-11,,1,0,1,1,0,1,15,99015,20103,2025-09-30,2020030901,,2024-08-27 18:22:14.800
108b9e47-390e-4437-9c1f-f263c1967617,DR-4498-CO,4498,CO,DR,Major Disaster,2020-03-28,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Crowley (County),8,Region 8,2020-01-20,2023-05-11,,1,0,1,1,0,8,25,99025,20109,2025-09-30,2020030901,,2024-08-27 18:22:14.800
63ad24fa-8787-4dc5-9024-e2ddca813b39,DR-4500-CT,4500,CT,DR,Major Disaster,2020-03-28,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Paucatuck Eastern Pequot Indian Reservation,1,Region 1,2020-01-20,2023-05-11,,1,0,1,1,0,9,0,59105,20106,2025-09-30,2020030901,,2024-08-27 18:22:14.800
9fa37ac7-1790-4a3f-83cf-7ecb96877eae,DR-4497-KY,4497,KY,DR,Major Disaster,2020-03-28,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Union (County),4,Region 4,2020-01-20,2023-05-11,,1,0,1,1,0,21,225,99225,20104,2025-09-30,2020030901,,2024-08-27 18:22:14.800
85a554fa-625a-4e35-8631-bc1c90ebaf97,DR-4497-KY,4497,KY,DR,Major Disaster,2020-03-28,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Graves (County),4,Region 4,2020-01-20,2023-05-11,,1,0,1,1,0,21,83,99083,20104,2025-09-30,2020030901,,2024-08-27 18:22:14.800
e3e596a1-50c6-4140-9fe7-b4d1b7645f2f,DR-4494-MI,4494,MI,DR,Major Disaster,2020-03-27,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Oceana (County),5,Region 5,2020-01-20,2023-05-11,,1,0,1,1,0,26,127,99127,20096,2025-09-30,2020030901,,2024-08-27 18:22:14.800
79eed6fc-6b0d-4be2-a27f-2b8ea43725a4,DR-4494-MI,4494,MI,DR,Major Disaster,2020-03-27,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Clare (County),5,Region 5,2020-01-20,2023-05-11,,1,0,1,1,0,26,35,99035,20096,2025-09-30,2020030901,,2024-08-27 18:22:14.800
77e4bf32-d034-4526-a307-eaa43846520b,DR-4493-PR,4493,PR,DR,Major Disaster,2020-03-27,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,San Sebastian (Municipio),2,Region 2,2020-01-20,2023-05-11,,1,0,1,1,0,72,131,99131,20090,2025-09-30,2020030901,,2024-08-27 18:22:14.800
9282fd93-69d3-497f-ba98-8a7d098cc580,DR-4490-MO,4490,MO,DR,Major Disaster,2020-03-26,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,St. Louis,7,Region 7,2020-01-20,2023-05-11,,1,0,1,1,0,29,510,65000,20081,2025-09-30,2020030901,,2024-08-27 18:22:14.800
ce4dd167-0506-44ed-8dcb-f4797e94fefb,DR-4489-IL,4489,IL,DR,Major Disaster,2020-03-26,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Mason (County),5,Region 5,2020-01-20,2023-05-11,,1,0,1,1,0,17,125,99125,20088,2025-09-30,2020030901,,2024-08-27 18:22:14.800
6a1c7720-5a68-4995-80a4-c3abf68dfbf3,DR-4489-IL,4489,IL,DR,Major Disaster,2020-03-26,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Piatt (County),5,Region 5,2020-01-20,2023-05-11,,1,0,1,1,0,17,147,99147,20088,2025-09-30,2020030901,,2024-08-27 18:22:14.800
c860a951-bb7b-4142-8bcc-35efa0c21abe,DR-4490-MO,4490,MO,DR,Major Disaster,2020-03-26,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Crawford (County),7,Region 7,2020-01-20,2023-05-11,,1,0,1,1,0,29,55,99055,20081,2025-09-30,2020030901,,2024-08-27 18:22:14.800
b4f170d8-9c25-45ec-8850-09df7bb2e1cf,DR-4485-TX,4485,TX,DR,Major Disaster,2020-03-25,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Foard (County),6,Region 6,2020-01-20,2023-05-11,,1,0,1,1,0,48,155,99155,20080,2025-09-30,2020030901,,2024-08-27 18:22:14.800
1a429f19-4440-4595-97a5-5f1f5d901d7c,DR-4485-TX,4485,TX,DR,Major Disaster,2020-03-25,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Ward (County),6,Region 6,2020-01-20,2023-05-11,,1,0,1,1,0,48,475,99475,20080,2025-09-30,2020030901,,2024-08-27 18:22:14.800
2a5ff341-e91c-4a26-be64-0fa339b406da,DR-4485-TX,4485,TX,DR,Major Disaster,2020-03-25,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Somervell (County),6,Region 6,2020-01-20,2023-05-11,,1,0,1,1,0,48,425,99425,20080,2025-09-30,2020030901,,2024-08-27 18:22:14.800
b39d8ea6-73cc-4b1e-beb2-dfd5fe81f5ef,DR-4487-NC,4487,NC,DR,Major Disaster,2020-03-25,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Alamance (County),4,Region 4,2020-01-20,2023-05-11,,1,0,1,1,0,37,1,99001,20076,2025-09-30,2020030901,,2024-08-27 18:22:14.800
5f1efc56-a1a3-46b4-9321-8b1347d7bc86,DR-4486-FL,4486,FL,DR,Major Disaster,2020-03-25,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Columbia (County),4,Region 4,2020-01-20,2023-05-11,,1,0,1,1,0,12,23,99023,20078,2025-09-30,2020030901,,2024-08-27 18:22:14.800
5ae37ae3-302d-42c5-b79e-7d25ffc76238,DR-4486-FL,4486,FL,DR,Major Disaster,2020-03-25,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Hillsborough (County),4,Region 4,2020-01-20,2023-05-11,,1,0,1,1,0,12,57,99057,20078,2025-09-30,2020030901,,2024-08-27 18:22:14.800
60564ae6-2da9-4481-ae0c-a623f36b0bfb,DR-4484-LA,4484,LA,DR,Major Disaster,2020-03-24,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,West Carroll (Parish),6,Region 6,2020-01-20,2023-05-11,,1,0,1,1,0,22,123,99123,20083,2025-09-30,2020030901,,2024-08-27 18:22:14.800
3669e516-c2f4-4a91-92b4-29899c29ab92,DR-4483-IA,4483,IA,DR,Major Disaster,2020-03-23,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Kossuth (County),7,Region 7,2020-01-20,2023-05-11,,1,0,1,1,0,19,109,99109,20071,2025-09-30,2020030901,,2024-08-27 18:22:14.800
66c30d16-e39e-4e33-8bc4-80a51bdedcc5,DR-4483-IA,4483,IA,DR,Major Disaster,2020-03-23,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Decatur (County),7,Region 7,2020-01-20,2023-05-11,,1,0,1,1,0,19,53,99053,20071,2025-09-30,2020030901,,2024-08-27 18:22:14.800
2911f7bc-0dd0-4581-a63c-1b5328723747,DR-4481-WA,4481,WA,DR,Major Disaster,2020-03-22,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Garfield (County),10,Region 10,2020-01-20,2023-05-11,,1,0,1,1,0,53,23,99023,20075,2025-09-30,2020030901,,2024-08-27 18:22:14.800
72c240a5-3aa1-4ff5-9de1-359c5e1e713b,DR-4480-NY,4480,NY,DR,Major Disaster,2020-03-20,2020,3,March,1,2020-03,2020,Biological,COVID-19 PANDEMIC,Madison (County),2,Region 2,2020-01-20,2023-05-11,,1,0,1,1,0,36,53,99053,20069,2025-09-30,2020030901,,2024-08-27 18:22:14.800
77d60c9e-5d58-4905-bf16-45ae8e71f474,EM-3462-OK,3462,OK,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Kingfisher (County),6,Region 6,2020-01-20,2023-05-11,2020-05-21,0,0,1,0,0,40,73,99073,20060,,2020030901,,2024-08-27 18:22:14.800
3a82919e-ca20-4d05-ac86-be0e4781bd55,EM-3461-AR,3461,AR,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Garland (County),6,Region 6,2020-01-20,2023-05-11,2020-05-14,0,0,1,0,0,5,51,99051,20058,,2020030901,,2024-08-27 18:22:14.800
b0aca727-f8b6-4fd2-817d-118072a66bd9,EM-3464-GA,3464,GA,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Georgetown - Quitman (County),4,Region 4,2020-01-20,2023-05-11,2020-04-21,0,0,1,0,0,13,239,99239,20036,,2020030901,,2024-08-27 18:22:14.800
49961d39-819b-49e3-8ecd-988c68283f05,EM-3462-OK,3462,OK,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Cherokee (Tjsa),6,Region 6,2020-01-20,2023-05-11,2020-05-21,0,0,1,0,0,40,0,13760,20060,,2020030901,,2024-08-27 18:22:14.800
3f0c350f-abfc-4f2b-b108-8d249622b876,EM-3458-TX,3458,TX,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Callahan (County),6,Region 6,2020-01-20,2023-05-11,2020-05-04,0,0,1,0,0,48,59,99059,20061,,2020030901,,2024-08-27 18:22:14.800
fbadbede-caca-4ed4-a2f3-a021d26908fb,EM-3458-TX,3458,TX,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Erath (County),6,Region 6,2020-01-20,2023-05-11,2020-05-04,0,0,1,0,0,48,143,99143,20061,,2020030901,,2024-08-27 18:22:14.800
58dcaeb2-e089-4b72-8ee2-521bd2b6738c,EM-3460-NM,3460,NM,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Pueblo Of Pojoaque,6,Region 6,2020-01-20,2023-05-11,2021-01-05,0,0,1,0,0,35,0,58700,20067,,2020030901,,2024-08-27 18:22:14.800
8d912364-7cfd-46b3-a6f4-8029c746015f,EM-3459-LA,3459,LA,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Catahoula (Parish),6,Region 6,2020-01-20,2023-05-11,2020-04-16,0,0,1,0,0,22,25,99025,20059,,2020030901,,2024-08-27 18:22:14.800
f5650556-59b5-48ab-8bd7-a5c151eb0b66,EM-3480-IA,3480,IA,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Page (County),7,Region 7,2020-01-20,2023-05-11,2023-06-14,0,0,1,0,0,19,145,99145,20054,,2020030901,,2024-08-27 18:22:14.800
675c637b-e849-4b53-a80f-4e534c08c0eb,EM-3480-IA,3480,IA,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Harrison (County),7,Region 7,2020-01-20,2023-05-11,2023-06-14,0,0,1,0,0,19,85,99085,20054,,2020030901,,2024-08-27 18:22:14.800
35e3d081-9988-4110-a2d4-3ed6d58e8de4,EM-3480-IA,3480,IA,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Benton (County),7,Region 7,2020-01-20,2023-05-11,2023-06-14,0,0,1,0,0,19,11,99011,20054,,2020030901,,2024-08-27 18:22:14.800
d85f63f1-6439-4a63-b955-8d8a2930f18e,EM-3475-SD,3475,SD,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Codington (County),8,Region 8,2020-01-20,2023-05-11,2021-06-07,0,0,1,0,0,46,29,99029,20063,,2020030901,,2024-08-27 18:22:14.800
3226c2e2-9125-4d57-abdc-5d81bfd053b2,EM-3477-ND,3477,ND,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Spirit Lake Reservation,8,Region 8,2020-01-20,2023-05-11,2021-06-08,0,0,1,0,0,38,0,74640,20062,,2020030901,,2024-08-27 18:22:14.800
d4c04ba0-4f98-4daa-b2e7-ff213e971ab4,EM-3483-NE,3483,NE,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Lancaster (County),7,Region 7,2020-01-20,2023-05-11,2021-06-03,0,0,1,0,0,31,109,99109,20056,,2020030901,,2024-08-27 18:22:14.800
19ec9676-cfd7-4606-b9ca-61042c44eec6,EM-3505-OK,3505,OK,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Absentee Shawnee-Citizens Band Of Potawatomi (Tjsa),6,Region 6,2020-01-20,2023-05-11,2024-03-12,0,0,1,0,1,40,0,50,20149,,2020030901,,2024-08-27 18:22:14.800
2a016241-1505-4758-9367-121cd72d19bc,EM-3483-NE,3483,NE,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Banner (County),7,Region 7,2020-01-20,2023-05-11,2021-06-03,0,0,1,0,0,31,7,99007,20056,,2020030901,,2024-08-27 18:22:14.800
bac72d1b-e2b0-4311-9ebc-4beeacd9b635,EM-3481-KS,3481,KS,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Montgomery (County),7,Region 7,2020-01-20,2023-05-11,2021-06-03,0,0,1,0,0,20,125,99125,20055,,2020030901,,2024-08-27 18:22:14.800
74bfec41-386b-4003-8c4e-33ec7ed79c2f,EM-3482-MO,3482,MO,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Moniteau (County),7,Region 7,2020-01-20,2023-05-11,2021-06-01,0,0,1,0,0,29,135,99135,20057,,2020030901,,2024-08-27 18:22:14.800
fbe737de-20c8-4e94-bf48-75a7e35b8833,EM-3469-KY,3469,KY,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Anderson (County),4,Region 4,2020-01-20,2023-05-11,2020-04-21,0,0,1,0,0,21,5,99005,20040,,2020030901,,2024-08-27 18:22:14.800
48f4c179-7cdb-4844-bbe3-25f3aff99d1f,EM-3471-NC,3471,NC,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Vance (County),4,Region 4,2020-01-20,2023-05-11,2020-04-21,0,0,1,0,0,37,181,99181,20046,,2020030901,,2024-08-27 18:22:14.800
a4e96cfd-5806-420b-83d9-fff6e39a3329,EM-3470-SC,3470,SC,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Edgefield (County),4,Region 4,2020-01-20,2023-05-11,2020-04-21,0,0,1,0,0,45,37,99037,20042,,2020030901,,2024-08-27 18:22:14.800
56c39fbc-2503-4fff-8bb3-a3e9bb6507ac,EM-3464-GA,3464,GA,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Columbia (County),4,Region 4,2020-01-20,2023-05-11,2020-04-21,0,0,1,0,0,13,73,99073,20036,,2020030901,,2024-08-27 18:22:14.800
dd944dfb-0588-4867-aa55-bb3f01699d83,EM-3467-ID,3467,ID,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Latah (County),10,Region 10,2020-01-20,2023-05-11,2021-09-15,0,0,1,0,0,16,57,99057,20043,,2020030901,,2024-08-27 18:22:14.800
43e8ca4a-106e-4b66-873d-381dc57fac14,EM-3474-MS,3474,MS,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Quitman (County),4,Region 4,2020-01-20,2023-05-11,2020-04-21,0,0,1,0,0,28,119,99119,20048,,2020030901,,2024-08-27 18:22:14.800
93b2c3dc-2923-46b0-a05b-716efec9e531,EM-3475-SD,3475,SD,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Moody (County),8,Region 8,2020-01-20,2023-05-11,2021-06-07,0,0,1,0,0,46,101,99101,20063,,2020030901,,2024-08-27 18:22:14.800
5e2c6ff3-fbec-45fd-86d6-c2d7093155de,EM-3472-AL,3472,AL,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Washington (County),4,Region 4,2020-01-20,2023-05-11,2020-04-21,0,0,1,0,0,1,129,99129,20044,,2020030901,,2024-08-27 18:22:14.800
2aad70ee-ca5a-4115-9b03-adb296c9cf29,EM-3471-NC,3471,NC,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Craven (County),4,Region 4,2020-01-20,2023-05-11,2020-04-21,0,0,1,0,0,37,49,99049,20046,,2020030901,,2024-08-27 18:22:14.800
5cd98444-c4bb-4fca-9ba9-f6b56b9f24fc,EM-3472-AL,3472,AL,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Henry (County),4,Region 4,2020-01-20,2023-05-11,2020-04-21,0,0,1,0,0,1,67,99067,20044,,2020030901,,2024-08-27 18:22:14.800
b3453797-099f-4da3-9bfd-3792c72813f5,EM-3443-NV,3443,NV,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Washoe (County),9,Region 9,2020-01-20,2023-05-11,,0,0,1,0,0,32,31,99031,20021,,2020030901,,2024-08-27 18:22:14.800
3f45f853-4516-4217-b61d-0ec8a6eff976,EM-3444-ME,3444,ME,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Russell Pond (Township Of),1,Region 1,2020-01-20,2023-05-11,2021-07-21,0,0,1,0,0,23,25,64515,20028,,2020030901,,2024-08-27 18:22:14.800
811dfa5d-b5c4-45ff-b7e1-54a8b6affa46,EM-3442-AZ,3442,AZ,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Navajo Nation Reservation (Also Nm And Ut),9,Region 9,2020-01-20,2023-05-11,,0,0,1,0,0,4,0,48845,20020,,2020030901,,2024-08-27 18:22:14.800
6c0cc352-94b9-41a3-8987-672857b17cf9,EM-3448-VA,3448,VA,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Waynesboro,3,Region 3,2020-01-20,2023-05-11,2020-09-30,0,0,1,0,0,51,820,83680,20053,,2020030901,,2024-08-27 18:22:14.800
9f1891a3-e45d-492d-bbb5-45711236e85a,EM-3448-VA,3448,VA,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Northampton (County),3,Region 3,2020-01-20,2023-05-11,2020-09-30,0,0,1,0,0,51,131,99131,20053,,2020030901,,2024-08-27 18:22:14.800
6cb64037-0b9b-47c7-9c4b-930b9e72443d,EM-3444-ME,3444,ME,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Lower Cupsuptic (Township Of),1,Region 1,2020-01-20,2023-05-11,2021-07-21,0,0,1,0,0,23,17,41480,20028,,2020030901,,2024-08-27 18:22:14.800
4f3feebc-7217-4e75-9149-24dcbba0b4a2,EM-3444-ME,3444,ME,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Knox (County),1,Region 1,2020-01-20,2023-05-11,2021-07-21,0,0,1,0,0,23,13,99013,20028,,2020030901,,2024-08-27 18:22:14.800
63d43d61-6011-46fd-81c0-d8126819251f,EM-3429-OR,3429,OR,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Harney (County),10,Region 10,2020-01-20,2023-05-11,2020-10-13,0,0,1,0,0,41,25,99025,20017,,2020030901,,2024-08-27 18:22:14.800
fd917339-181b-48c5-be06-f943823d439d,EM-3432-FL,3432,FL,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Liberty (County),4,Region 4,2020-01-20,2023-05-11,2020-04-21,0,0,1,0,0,12,77,99077,20012,,2020030901,,2024-08-27 18:22:14.800
22fb09d9-6ab1-4a6f-8259-1ac3c2b2131c,EM-3429-OR,3429,OR,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Sherman (County),10,Region 10,2020-01-20,2023-05-11,2020-10-13,0,0,1,0,0,41,55,99055,20017,,2020030901,,2024-08-27 18:22:14.800
95f76603-33c5-4d87-b9a5-57b8756bb026,EM-3435-IL,3435,IL,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Bureau (County),5,Region 5,2020-01-20,2023-05-11,2021-07-29,0,0,1,0,0,17,11,99011,20027,,2020030901,,2024-08-27 18:22:14.800
faa6d351-0e3f-4e8e-a922-4c73e0aa065e,EM-3436-CO,3436,CO,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Southern Ute Indian Reservation,8,Region 8,2020-01-20,2023-05-11,2021-06-07,0,0,1,0,0,8,0,72340,20068,,2020030901,,2024-08-27 18:22:14.800
2ada26a0-2431-4291-ae4a-d9cf61c1f9c5,EM-3434-NY,3434,NY,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Cayuga (County),2,Region 2,2020-01-20,2023-05-11,2020-09-28,0,0,1,0,0,36,11,99011,20014,,2020030901,,2024-08-27 18:22:14.800
21579e41-6c73-419a-b7f6-e65bc69693d7,EM-3435-IL,3435,IL,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Winnebago (County),5,Region 5,2020-01-20,2023-05-11,2021-07-29,0,0,1,0,0,17,201,99201,20027,,2020030901,,2024-08-27 18:22:14.800
632f16f6-9d43-4cee-90d5-478629f5d21a,EM-3455-MI,3455,MI,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Benzie (County),5,Region 5,2020-01-20,2023-05-11,2020-07-13,0,0,1,0,0,26,19,99019,20037,,2020030901,,2024-08-27 18:22:14.800
727a849c-6997-476f-9a0e-85ec4e6e43c8,EM-3454-WI,3454,WI,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Columbia (County),5,Region 5,2020-01-20,2023-05-11,2020-07-13,0,0,1,0,0,55,21,99021,20041,,2020030901,,2024-08-27 18:22:14.800
d34b0e07-c5e9-438d-8196-f7435b1812ae,EM-3455-MI,3455,MI,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Iosco (County),5,Region 5,2020-01-20,2023-05-11,2020-07-13,0,0,1,0,0,26,69,99069,20037,,2020030901,,2024-08-27 18:22:14.800
caf9c348-ae38-438b-983d-168e2f573e0d,EM-3457-OH,3457,OH,EM,Emergency,2020-03-13,2020,3,March,1,2020-03,2020,Biological,COVID-19,Allen (County),5,Region 5,2020-01-20,2023-05-11,2020-07-13,0,0,1,0,0,39,3,99003,20039,,2020030901,,2024-08-27 18:22:14.800
